raw_text,normalized_message,intent,sentiment,confidence,clarification
🤔  uh  wot's  IFSC??,Unknown deduction from my account,report_fraud,worried,0.78,
IFSC  kya  hota  hai?,Money missing from account,report_fraud,worried,0.81,
service achi @lagi@ 😊,Money missing from account,report_fraud,angry,0.9,Please share more details
bhai  balance  dikha,I want to report a fraud,report_fraud,upset,0.78,
bhai balance dikha,Money missing from account,report_fraud,upset,0.92,Please share more details
hpy  wid  s#rvc#s@  😊,Fraud alert on my account,report_fraud,angry,0.91,Can you provide transaction ID?
no  clue  wht  hppnd  😕,Unknown deduction from my account,report_fraud,angry,0.82,Please share more details
msg  err  agn,Help me report a scam,report_fraud,angry,0.71,
😭  acct  blckd?,Suspicious activity detected,report_fraud,angry,0.98,
upd8  phn  no.,Someone scammed me,report_fraud,angry,0.77,
service achi la%gi 😊,I want to report a fraud,report_fraud,upset,0.87,
phir error %aa raha& hai,Fraud alert on my account,report_fraud,worried,0.74,
h$py  wid  srvcs  😊,Money missing from account,report_fraud,angry,0.97,Please share more details
mere  paise  kah#an  gaye#  😡,Someone scammed me,report_fraud,angry,0.83,Please share more details
😡 y tf my txn fail,Someone scammed me,report_fraud,upset,0.94,
no  cl#ue  w$ht  #hppnd  😕,I want to report a fraud,report_fraud,angry,0.97,
kisi  se  baat  karni  hai,My money was stolen,report_fraud,upset,0.78,Can you provide transaction ID?
msg  er#r  ag@n,Suspicious activity detected,report_fraud,angry,0.83,
hpy wid srv*cs 😊#,I think this is fraud,report_fraud,upset,0.73,Can you provide transaction ID?
se@rvice  achi  lagi  😊,Money missing from account,report_fraud,angry,0.74,Can you provide transaction ID?
mere  paise  kahan  gaye  😡,Fraud alert on my account,report_fraud,upset,0.75,Please share more details
😡  y  tf  my  txn  fa$il,Help me report a scam,report_fraud,worried,0.87,Can you provide transaction ID?
😡 y tf *my txn fail,There was an unauthorized transaction,report_fraud,angry,0.99,
phir* error aa raha hai,Suspicious activity detected,report_fraud,worried,0.91,Please share more details
itna slow kyu ho,Unknown deduction from my account,report_fraud,worried,0.74,Please share more details
bhai$  balance  dikha,I want to report a fraud,report_fraud,angry,0.74,Can you provide transaction ID?
service achi @lagi 😊,There was an unauthorized transaction,report_fraud,upset,0.97,Can you provide transaction ID?
b#al  pl$s,Help me report a scam,report_fraud,worried,0.94,Can you provide transaction ID?
u#pd*8 phn $no.,I think this is fraud,report_fraud,angry,0.77,Can you provide transaction ID?
🙄  y  u  guys  slow,Suspicious activity detected,report_fraud,worried,0.97,Can you provide transaction ID?
bha@i balance %dikha#,Fraud alert on my account,report_fraud,worried,0.81,Can you provide transaction ID?
service achi lagi 😊,I want to report a fraud,report_fraud,upset,0.78,Please share more details
🙄  y  u  guys  slow,I think this is fraud,report_fraud,upset,0.92,Please share more details
phir error aa raha hai,My money was stolen,report_fraud,worried,0.8,
😡 y tf my txn fail,Money missing from account,report_fraud,worried,0.81,Can you provide transaction ID?
bhai balanc%e dikha,Money missing from account,report_fraud,worried,0.88,Please share more details
phone n$umber bada&lna hai,Someone scammed me,report_fraud,worried,0.78,Can you provide transaction ID?
😡  y  tf  my  txn  fail,I think this is fraud,report_fraud,upset,0.94,
service  achi  lagi  😊,I want to report a fraud,report_fraud,worried,0.81,
bal  pls,Unknown deduction from my account,report_fraud,angry,0.96,
hp$y w#id srvcs 😊&,I think this is fraud,report_fraud,worried,0.82,Can you provide transaction ID?
service  achi  lagi  😊,Suspicious activity detected,report_fraud,upset,0.77,
bhai  balance  dikh#a,Fraud alert on my account,report_fraud,worried,0.81,Please share more details
phir error^ a#a^ raha hai,I want to report a fraud,report_fraud,angry,0.74,Please share more details
mera account block ho gaya 😭,Suspicious activity detected,report_fraud,angry,0.94,Can you provide transaction ID?
upd8 phn# no.,I want to report a fraud,report_fraud,angry,0.94,Please share more details
upd8  phn  no.,I want to report a fraud,report_fraud,upset,0.92,Can you provide transaction ID?
🙄 y u guys slow,Unknown deduction from my account,report_fraud,angry,0.82,Please share more details
no  clue  wht  hppnd  😕,I want to report a fraud,report_fraud,worried,0.93,Can you provide transaction ID?
service achi l*agi 😊,Fraud alert on my account,report_fraud,upset,0.99,Can you provide transaction ID?
mere  p#aise$  kahan  g$ay#e  #😡,There was an unauthorized transaction,report_fraud,angry,0.75,Please share more details
itna slow kyu ho,Suspicious activity detected,report_fraud,upset,0.86,Please share more details
mera account block ho gaya 😭,Fraud alert on my account,report_fraud,angry,0.87,
no  clue  wht  hppnd  😕,Money missing from account,report_fraud,upset,0.98,Please share more details
mera account block ho ga#ya 😭$,My money was stolen,report_fraud,upset,0.87,Can you provide transaction ID?
hpy  wid  srvcs  😊,I think this is fraud,report_fraud,upset,0.83,
bhai balance dikha,There was an unauthorized transaction,report_fraud,angry,0.73,Can you provide transaction ID?
itna s$low ky#u ho,I think this is fraud,report_fraud,worried,0.89,Please share more details
phir error aa r*aha$ hai,There was an unauthorized transaction,report_fraud,worried,0.71,Can you provide transaction ID?
msg err$ agn,Someone scammed me,report_fraud,upset,0.81,Please share more details
mera account block ho gaya 😭,There was an unauthorized transaction,report_fraud,upset,0.76,Please share more details
itna slow kyu ho,My money was stolen,report_fraud,worried,0.92,
IF@SC kya hota hai?,Help me report a scam,report_fraud,upset,0.71,
bha&i balance dikha,Someone scammed me,report_fraud,angry,0.81,Please share more details
itna slow ky^u ho,My money was stolen,report_fraud,upset,0.8,
🙄  y  u  guys  slow,My money was stolen,report_fraud,worried,0.75,
bhai  balance  dikha,My money was stolen,report_fraud,worried,0.89,
🤔  uh  wot's  IFSC??,Suspicious activity detected,report_fraud,upset,0.72,Can you provide transaction ID?
phone n$umber bada&lna hai,There was an unauthorized transaction,report_fraud,angry,0.84,Can you provide transaction ID?
mere  paise  kahan  gaye  😡,Help me report a scam,report_fraud,upset,0.92,Please share more details
bal$  pls,Unknown deduction from my account,report_fraud,angry,0.83,Can you provide transaction ID?
hpy  wid  srvcs  😊,My money was stolen,report_fraud,upset,0.9,
hpy  @wid  srvcs  😊,Unknown deduction from my account,report_fraud,worried,0.91,
mere  paise#  kahan  ga@ye  😡,I want to report a fraud,report_fraud,upset,0.78,Please share more details
mere paise kahan gaye 😡,My money was stolen,report_fraud,angry,0.76,Can you provide transaction ID?
no  clue  wht  hppnd  😕,Unknown deduction from my account,report_fraud,upset,0.94,Please share more details
wnt 2 tlk 2 sm1,Money missing from account,report_fraud,worried,0.92,
bhai  balance  dikha,Suspicious activity detected,report_fraud,upset,0.9,Can you provide transaction ID?
🙄  y  u  guys  slow,I want to report a fraud,report_fraud,worried,0.75,Please share more details
service  achi  lagi  😊,There was an unauthorized transaction,report_fraud,angry,0.89,
service achi lagi 😊,I think this is fraud,report_fraud,upset,0.73,
bhai bala*nce dikha%,Money missing from account,report_fraud,upset,0.92,Can you provide transaction ID?
mere  paise  kahan  gaye  😡,Unknown deduction from my account,report_fraud,angry,0.9,Please share more details
IFSC  k$ya  h$ot$a#  hai?$,My money was stolen,report_fraud,worried,0.9,Please share more details
no  clue  wht  #hppnd  😕,My money was stolen,report_fraud,worried,0.86,Please share more details
upd8  phn  no.,Fraud alert on my account,report_fraud,angry,0.93,Can you provide transaction ID?
🤔  @uh  wot's$  IFSC??,Someone scammed me,report_fraud,angry,0.87,Can you provide transaction ID?
no clue wht hppnd 😕,My money was stolen,report_fraud,angry,0.72,Please share more details
i$tn#a#  slow  kyu  ho,Help me report a scam,report_fraud,angry,0.96,
mera  account  b$lock  ho  gaya  @😭,There was an unauthorized transaction,report_fraud,angry,0.98,
😭  acc$t  blckd?,Money missing from account,report_fraud,angry,0.78,
mer$a  accoun$t@  block  ho  #gaya  😭,Money missing from account,report_fraud,worried,0.86,Please share more details
😡  y  tf  my  txn  fail,There was an unauthorized transaction,report_fraud,angry,0.97,Can you provide transaction ID?
kisi  se  baat  karni  hai,My money was stolen,report_fraud,worried,0.91,
bal  p$ls,Unknown deduction from my account,report_fraud,angry,0.74,Please share more details
itna  slow  kyu  ho,I think this is fraud,report_fraud,upset,0.71,Please share more details
no  clue  wht  hppnd  😕,There was an unauthorized transaction,report_fraud,worried,0.7,Can you provide transaction ID?
itna slow kyu h%o,Help me report a scam,report_fraud,angry,0.84,Please share more details
no  clue  wht  hppnd  😕,I want to report a fraud,report_fraud,worried,0.9,
upd8 phn no.,I want to report a fraud,report_fraud,upset,0.71,
phone number badalna hai,My money was stolen,report_fraud,worried,0.87,Can you provide transaction ID?
😭  #acct  bl#ckd?$,Someone scammed me,report_fraud,worried,0.81,Please share more details
no  clu$e  wht  $hppnd$  😕$,I want to report a fraud,report_fraud,upset,0.88,Please share more details
🤔 uh wot's IFSC??,My money was stolen,report_fraud,worried,0.85,Please share more details
wnt 2 t*l%k 2 sm1%,Suspicious activity detected,report_fraud,angry,0.96,Can you provide transaction ID?
no  clue  wh@t#  hppnd  😕,Help me report a scam,report_fraud,angry,0.73,Please share more details
🤔 uh wot's IFSC#??,My money was stolen,report_fraud,upset,0.89,
samajh nahi aaya,Money missing from account,report_fraud,worried,0.97,
kisi  se  baat  karni  hai,Money missing from account,report_fraud,worried,0.9,
mera account block ho gaya 😭,Fraud alert on my account,report_fraud,angry,0.91,Can you provide transaction ID?
mere  paise  kahan  gaye  😡,Unknown deduction from my account,report_fraud,worried,0.97,Please share more details
no  clue  w$ht  hppnd  #😕,Money missing from account,report_fraud,worried,0.93,Can you provide transaction ID?
msg err agn,I want to report a fraud,report_fraud,angry,0.86,Can you provide transaction ID?
🙄 y u guys slow,Someone scammed me,report_fraud,angry,0.88,Can you provide transaction ID?
wnt 2 tlk 2 sm1,My money was stolen,report_fraud,upset,0.87,Please share more details
😡 y tf my txn fail,Help me report a scam,report_fraud,upset,0.81,Can you provide transaction ID?
msg  err  agn,Help me report a scam,report_fraud,worried,0.71,Can you provide transaction ID?
mere  paise  kahan  gaye  😡,Someone scammed me,report_fraud,upset,0.83,Can you provide transaction ID?
😡 y tf my txn@ fa#il,There was an unauthorized transaction,report_fraud,angry,0.82,Please share more details
kisi  se  baat  karni  hai,Someone scammed me,report_fraud,upset,0.75,Can you provide transaction ID?
bhai  $balance  dikha,Help me report a scam,report_fraud,upset,0.79,Can you provide transaction ID?
samajh  nahi  aaya,I think this is fraud,report_fraud,upset,0.9,Can you provide transaction ID?
p*hone num@ber badalna h&a%i,Suspicious activity detected,report_fraud,angry,0.88,Please share more details
🤔 uh wot's IFS^C?&?,Money missing from account,report_fraud,worried,0.82,Please share more details
phir  error  $aa  raha  h$ai,Suspicious activity detected,report_fraud,worried,0.75,
hpy  wid  $srv@cs  😊,I think this is fraud,report_fraud,worried,0.93,
IFSC kya ho&ta h%ai?,There was an unauthorized transaction,report_fraud,angry,0.72,
IFSC  kya  hota  hai?,Fraud alert on my account,report_fraud,upset,0.94,Please share more details
upd8 phn no.,I think this is fraud,report_fraud,angry,0.86,Please share more details
samajh$  nahi  a@aya,I want to report a fraud,report_fraud,angry,0.75,Can you provide transaction ID?
service  achi  lag@i  😊,Fraud alert on my account,report_fraud,upset,0.76,
🙄 y u guys slow,My money was stolen,report_fraud,upset,0.96,
😡  y  tf  my  txn  fail,I think this is fraud,report_fraud,upset,0.8,
mera account bloc&k ho gaya 😭,I think this is fraud,report_fraud,upset,0.98,
service achi lagi 😊,Money missing from account,report_fraud,worried,0.91,Can you provide transaction ID?
no  clue  wht  hppnd  😕,Fraud alert on my account,report_fraud,worried,0.91,
sam@ajh na^hi a*aya,Someone scammed me,report_fraud,upset,0.94,Please share more details
itna slow kyu ho,I think this is fraud,report_fraud,worried,0.86,Can you provide transaction ID?
bhai balance dikha,Help me report a scam,report_fraud,worried,0.83,Please share more details
kisi se$ ba$at karni h@ai,My money was stolen,report_fraud,worried,0.72,Please share more details
b@al  pls,Someone scammed me,report_fraud,worried,0.91,
upd8  phn  no.,My money was stolen,report_fraud,angry,0.95,Can you provide transaction ID?
samajh  $na@hi  a@a@ya,Someone scammed me,report_fraud,upset,0.92,Can you provide transaction ID?
🤔 uh wot's IFSC??,My money was stolen,report_fraud,upset,0.82,Can you provide transaction ID?
upd8 phn no.,I want to report a fraud,report_fraud,angry,0.79,
kisi se $baat karni hai,I think this is fraud,report_fraud,worried,0.75,
wnt 2 tlk 2 sm1$,Fraud alert on my account,report_fraud,angry,0.82,
wnt  2  #tl$k  2  sm1,Unknown deduction from my account,report_fraud,angry,0.98,Can you provide transaction ID?
service  achi  lagi  😊,My money was stolen,report_fraud,upset,0.77,
itna  slow#  kyu  ho,I want to report a fraud,report_fraud,upset,0.92,Please share more details
😡$  y  t@f  my  txn  fa@il,My money was stolen,report_fraud,worried,0.9,Please share more details
itna slow kyu ho,Suspicious activity detected,report_fraud,upset,0.75,
kisi @se baat karni ha$i*,There was an unauthorized transaction,report_fraud,upset,0.89,Please share more details
🤔 uh #wot's IFSC??,Someone scammed me,report_fraud,worried,0.82,
mera  account  block  ho  gaya  😭,Money missing from account,report_fraud,angry,0.75,Please share more details
bhai  balance  dikha,Fraud alert on my account,report_fraud,worried,0.77,Please share more details
service  achi  lagi  😊,I want to report a fraud,report_fraud,angry,0.86,Please share more details
msg e%rr agn,Money missing from account,report_fraud,worried,0.87,Please share more details
IFSC  kya  hota  hai?,Help me report a scam,report_fraud,worried,0.93,Can you provide transaction ID?
msg err agn,Suspicious activity detected,report_fraud,angry,0.93,Please share more details
hpy  wid  s@rv#cs  😊,Someone scammed me,report_fraud,worried,0.79,
hpy  wid  srvcs  😊,I think this is fraud,report_fraud,worried,0.75,Please share more details
bal &pls,I want to report a fraud,report_fraud,worried,0.88,Please share more details
😡 y tf my txn fail,My money was stolen,report_fraud,upset,0.91,
up^d8 phn no.,There was an unauthorized transaction,report_fraud,angry,0.86,Can you provide transaction ID?
b&hai balance @dikha#,Someone scammed me,report_fraud,upset,0.75,Please share more details
bal *pls,Suspicious activity detected,report_fraud,angry,0.92,Please share more details
bal pls,I think this is fraud,report_fraud,worried,0.96,Can you provide transaction ID?
bal  pls@,Suspicious activity detected,report_fraud,upset,0.81,
bhai balance dikha,Fraud alert on my account,report_fraud,upset,0.81,
no  $clu$e  wht  hppnd#  😕,Someone scammed me,report_fraud,upset,0.74,
service  achi  lagi  😊,Someone scammed me,report_fraud,upset,0.91,
🙄 y u guy&s slow,Fraud alert on my account,report_fraud,worried,0.77,Please share more details
hpy wid srvcs 😊,Fraud alert on my account,report_fraud,worried,0.76,Can you provide transaction ID?
😡  y@  tf  my#  tx@n  @fail,Fraud alert on my account,report_fraud,worried,0.85,
🙄 y u guys slo@w,Money missing from account,report_fraud,upset,0.71,Please share more details
I*FSC% k@ya hota hai?,Suspicious activity detected,report_fraud,upset,0.88,Please share more details
mera  account  block  ho  gaya  😭,Money missing from account,report_fraud,upset,0.85,Can you provide transaction ID?
servic@e  achi  lagi  😊,Money missing from account,report_fraud,angry,0.83,
b@al ^pls,Fraud alert on my account,report_fraud,upset,0.83,
upd8 phn no.,Unknown deduction from my account,report_fraud,worried,0.98,Please share more details
wnt 2 tlk 2 sm1,Help me report a scam,report_fraud,upset,0.86,
🙄 y u guys slow,Unknown deduction from my account,report_fraud,angry,0.91,
IFSC kya hota hai?,There was an unauthorized transaction,report_fraud,angry,0.94,Please share more details
upd8  phn  no.,I want to report a fraud,report_fraud,angry,0.83,Can you provide transaction ID?
😡 y tf my txn fail,Someone scammed me,report_fraud,angry,0.79,Please share more details
kisi  se  baat  karni  hai,I think this is fraud,report_fraud,upset,0.75,Can you provide transaction ID?
m@sg  err  agn,My money was stolen,report_fraud,upset,0.77,Can you provide transaction ID?
IFSC kya hota hai?,There was an unauthorized transaction,report_fraud,upset,0.95,
hpy wid %srvcs 😊,Fraud alert on my account,report_fraud,angry,0.84,Can you provide transaction ID?
🤔 uh wot's IFSC??,Help me report a scam,report_fraud,upset,0.98,Please share more details
phone  number  ba@dal#na  @hai,I think this is fraud,report_fraud,angry,0.91,Please share more details
🤔 uh wot's IFSC??,Suspicious activity detected,report_fraud,upset,0.96,Please share more details
🤔  uh  wo@t's  IFS#C??,There was an unauthorized transaction,report_fraud,upset,0.97,Can you provide transaction ID?
😭  acct$  b#lckd?#,Money missing from account,report_fraud,upset,0.96,Please share more details
itna slow kyu ho,I think this is fraud,report_fraud,angry,0.97,Can you provide transaction ID?
mere  p@aise  @k$ahan  @gay@e  😡,Fraud alert on my account,report_fraud,upset,0.82,
service achi lagi 😊,Someone scammed me,report_fraud,worried,0.97,Can you provide transaction ID?
🤔 uh wot's IFSC??,There was an unauthorized transaction,report_fraud,upset,0.97,Can you provide transaction ID?
no clue wht hppnd 😕,Someone scammed me,report_fraud,angry,0.88,
k$i#si  se  b#aat  karni  @hai,Unknown deduction from my account,report_fraud,worried,0.93,
IFSC  kya  hota  hai?,Help me report a scam,report_fraud,angry,0.84,
🤔 uh #wot's# IFSC??*,Unknown deduction from my account,report_fraud,worried,0.98,Please share more details
no  clue  wht  hppnd  😕,Suspicious activity detected,report_fraud,angry,0.95,Please share more details
upd8  phn  no.,Someone scammed me,report_fraud,upset,0.75,Please share more details
upd8 phn no.,There was an unauthorized transaction,report_fraud,angry,0.97,Can you provide transaction ID?
samajh nahi aay$a,There was an unauthorized transaction,report_fraud,worried,0.77,
😭  acct  blckd?,My money was stolen,report_fraud,upset,0.94,Please share more details
k#isi  se  baat  karni  #h$ai,My money was stolen,report_fraud,upset,0.75,
🤔  uh  wot's  IF#SC??,Suspicious activity detected,report_fraud,upset,0.79,
🤔  uh  wot's  IFSC??,Help me report a scam,report_fraud,upset,0.8,Can you provide transaction ID?
bal pls,Unknown deduction from my account,report_fraud,angry,0.84,
samajh  nahi  aaya,Someone scammed me,report_fraud,upset,0.75,Please share more details
no  clu#e#  wht  h$p$pnd  😕,Suspicious activity detected,report_fraud,worried,0.96,Please share more details
phone numb&er #badalna hai,Money missing from account,report_fraud,worried,0.9,Please share more details
mere  paise  kahan  gaye  😡,Help me report a scam,report_fraud,angry,0.89,Please share more details
hpy wid srvcs 😊,Someone scammed me,report_fraud,worried,0.76,Can you provide transaction ID?
msg err *agn*,Help me report a scam,report_fraud,upset,0.72,
bhai $balance di@kh%a,Help me report a scam,report_fraud,worried,0.91,
wnt %2 t*lk 2 s&m1,Fraud alert on my account,report_fraud,upset,0.71,Please share more details
hpy  wid  srvcs  😊,Fraud alert on my account,report_fraud,worried,0.81,Can you provide transaction ID?
🙄 y u guys slow,Help me report a scam,report_fraud,worried,0.73,Can you provide transaction ID?
mere paise kahan gaye 😡,Fraud alert on my account,report_fraud,upset,0.93,Can you provide transaction ID?
kisi se baat karni hai,Unknown deduction from my account,report_fraud,worried,0.98,Please share more details
😡  y  tf  my  txn  fail,Suspicious activity detected,report_fraud,upset,0.88,Please share more details
😡 y tf my txn fail,There was an unauthorized transaction,report_fraud,upset,0.83,
😡 y tf my txn fail,There was an unauthorized transaction,report_fraud,angry,0.73,
mer&a account block ho g^ay$a% 😭,Unknown deduction from my account,report_fraud,angry,0.83,
phone number badalna hai,My money was stolen,report_fraud,upset,0.88,Can you provide transaction ID?
IFSC kya hota hai?,Help me report a scam,report_fraud,angry,0.73,
phir error aa raha hai,Fraud alert on my account,report_fraud,upset,0.81,
🤔 uh wot's IFSC??,Fraud alert on my account,report_fraud,angry,0.77,Please share more details
IFSC  kya  hota  hai?,Suspicious activity detected,report_fraud,angry,0.74,Please share more details
IFSC kya h^ota h$ai?,Fraud alert on my account,report_fraud,angry,0.84,Please share more details
IFSC kya hot^a hai?,My money was stolen,report_fraud,worried,0.98,Please share more details
wn*t^ 2 &t#lk 2 sm1,I think this is fraud,report_fraud,upset,0.89,Can you provide transaction ID?
🤔  u@h  @wot#'s  IFSC??,There was an unauthorized transaction,report_fraud,angry,0.87,Can you provide transaction ID?
service achi lagi 😊,Fraud alert on my account,report_fraud,worried,0.91,Can you provide transaction ID?
ser#vice  ach$i  lagi  😊@,Unknown deduction from my account,report_fraud,worried,0.71,Can you provide transaction ID?
bal pls,Someone scammed me,report_fraud,upset,0.95,Please share more details
upd8  phn  no.,Fraud alert on my account,report_fraud,worried,0.87,Can you provide transaction ID?
up@d8#  phn  no.,I want to report a fraud,report_fraud,worried,0.99,Please share more details
IFSC kya hota hai?,I want to report a fraud,report_fraud,worried,0.94,Please share more details
I$FSC  kya  @hota  hai?@,There was an unauthorized transaction,report_fraud,upset,0.89,Can you provide transaction ID?
i$tn#a#  slow  kyu  ho,Someone scammed me,report_fraud,angry,0.9,
bhai  balance  dikha,Help me report a scam,report_fraud,worried,0.91,
phir  er@r@or  a#a  raha  hai,Fraud alert on my account,report_fraud,upset,0.91,Can you provide transaction ID?
wnt  2  tlk  2  sm1,Fraud alert on my account,report_fraud,worried,0.77,Can you provide transaction ID?
hpy  wid  srvcs  😊,Fraud alert on my account,report_fraud,upset,0.86,
no clue wht hppnd 😕,Unknown deduction from my account,report_fraud,angry,0.96,Can you provide transaction ID?
bal  pls,My money was stolen,report_fraud,upset,0.87,Can you provide transaction ID?
kis@i#  se  baat  karni  hai,Someone scammed me,report_fraud,worried,0.79,
service achi lagi 😊,Suspicious activity detected,report_fraud,worried,0.82,Please share more details
mere paise kahan gaye 😡,I think this is fraud,report_fraud,upset,0.78,Can you provide transaction ID?
phir error aa raha hai,Fraud alert on my account,report_fraud,angry,0.89,Please share more details
IF*SC ky#a hota h#ai?,Money missing from account,report_fraud,angry,0.86,Please share more details
🤔 uh wot's IFSC??,There was an unauthorized transaction,report_fraud,worried,0.99,Please share more details
IFS&C kya hota hai?,I think this is fraud,report_fraud,upset,0.83,Please share more details
kisi% s@e* baat karn^i hai,Money missing from account,report_fraud,angry,0.74,Please share more details
hpy  wid  srvcs  😊,My money was stolen,report_fraud,upset,0.75,Can you provide transaction ID?
mera  account  block  ho  gaya  😭,Someone scammed me,report_fraud,upset,0.88,Please share more details
samajh nahi aaya,Someone scammed me,report_fraud,upset,0.84,
mera  a$ccount  block  ho  gaya  😭,My money was stolen,report_fraud,upset,0.96,Please share more details
bhai  balance  di$kha,Suspicious activity detected,report_fraud,angry,0.89,
🤔@ uh& wot$'s &IFSC??,Suspicious activity detected,report_fraud,upset,0.92,Please share more details
wnt  2  tlk  2  sm$1,Money missing from account,report_fraud,upset,0.93,Can you provide transaction ID?
msg err agn,I think this is fraud,report_fraud,upset,0.87,Can you provide transaction ID?
🤔  uh  wot's  IFS$C??,I think this is fraud,report_fraud,angry,0.9,
bal  pls,My money was stolen,report_fraud,angry,0.94,Please share more details
upd8 phn no.,Money missing from account,report_fraud,upset,0.74,
samajh nahi aay%a,Suspicious activity detected,report_fraud,upset,0.92,
service achi lagi 😊,I think this is fraud,report_fraud,worried,0.89,Can you provide transaction ID?
IFSC  kya  hota  hai?,I want to report a fraud,report_fraud,upset,0.82,
🙄  y  u  guys  slow,Someone scammed me,report_fraud,upset,0.88,Can you provide transaction ID?
🙄  y  u  guys  slow,There was an unauthorized transaction,report_fraud,worried,0.97,
😡  y  t@f  my  txn  fail,Help me report a scam,report_fraud,upset,0.93,
wnt 2 tlk 2& &sm$1,Unknown deduction from my account,report_fraud,angry,0.88,Can you provide transaction ID?
itna  slow  kyu  ho,Someone scammed me,report_fraud,upset,0.76,Please share more details
😭 a*cct blck@d?,There was an unauthorized transaction,report_fraud,worried,0.72,
no @clue wht hppnd 😕,Fraud alert on my account,report_fraud,angry,0.83,Can you provide transaction ID?
😭 acct blckd?,Unknown deduction from my account,report_fraud,upset,0.8,Can you provide transaction ID?
IFSC ky$a hota hai?,Unknown deduction from my account,report_fraud,angry,0.82,
no  clue  wht  hppnd  😕,Money missing from account,report_fraud,angry,0.8,Please share more details
IFSC  kya  hota  hai?,Money missing from account,report_fraud,angry,0.73,Please share more details
m$s$g  err  ag$n,There was an unauthorized transaction,report_fraud,upset,0.91,
wnt 2 tlk 2 *sm1,Suspicious activity detected,report_fraud,upset,0.92,Please share more details
🙄  y  u  guys  slow,My money was stolen,report_fraud,worried,0.96,
IFSC kya hota hai?,My money was stolen,report_fraud,upset,0.76,
IFSC@  k#ya  @hota  hai?,Money missing from account,report_fraud,angry,0.77,
msg err agn,Suspicious activity detected,report_fraud,upset,0.97,Please share more details
bal  pls,My money was stolen,report_fraud,worried,0.92,
no^ clue# wht hppnd 😕,Suspicious activity detected,report_fraud,upset,0.77,Please share more details
no#  clue#  wht$  hp@pn$d  $😕,My money was stolen,report_fraud,worried,0.92,Please share more details
🙄 y u guys slow,There was an unauthorized transaction,report_fraud,angry,0.86,
bhai  balance  d#ikha@,Fraud alert on my account,report_fraud,worried,0.7,Can you provide transaction ID?
bhai  balance  dikha@,My money was stolen,report_fraud,upset,0.92,
samajh  nahi  aaya,I think this is fraud,report_fraud,angry,0.76,Can you provide transaction ID?
m@sg err a%gn,My money was stolen,report_fraud,upset,0.9,Please share more details
🤔  uh  wo@t's  I$FSC??$,Suspicious activity detected,report_fraud,angry,0.74,
bal pls,Money missing from account,report_fraud,worried,0.93,
🤔 uh wot's IFSC??,Suspicious activity detected,report_fraud,worried,0.94,
upd8 phn no.,I think this is fraud,report_fraud,worried,0.9,Can you provide transaction ID?
hpy wid srvcs 😊,Money missing from account,report_fraud,angry,0.82,
msg err agn,Unknown deduction from my account,report_fraud,angry,0.88,
bal pls,There was an unauthorized transaction,report_fraud,worried,0.76,Please share more details
bhai  balance  dikha,I want to report a fraud,report_fraud,upset,0.95,
b#al  pls,There was an unauthorized transaction,report_fraud,worried,0.84,Please share more details
samajh  $nah$i  aa#ya,Money missing from account,report_fraud,worried,0.95,Please share more details
bal  pls,I want to report a fraud,report_fraud,upset,0.8,Please share more details
kisi  se  baa@t  karni  hai$,Unknown deduction from my account,report_fraud,worried,0.92,Please share more details
kisi se baat karni hai,Money missing from account,report_fraud,angry,0.83,Please share more details
itna slow kyu ho,I want to report a fraud,report_fraud,angry,0.97,Can you provide transaction ID?
s#ervice  achi  lagi  😊,Help me report a scam,report_fraud,angry,0.98,Can you provide transaction ID?
IFSC kya hota hai?,I think this is fraud,report_fraud,upset,0.84,Please share more details
hpy  wid  srvcs  😊,Help me report a scam,report_fraud,upset,0.75,Can you provide transaction ID?
mere paise kahan gaye 😡,Unknown deduction from my account,report_fraud,worried,0.8,
mere paise kahan ga%ye 😡,There was an unauthorized transaction,report_fraud,upset,0.71,Please share more details
IFSC  kya#  hota  hai?,Unknown deduction from my account,report_fraud,upset,0.79,Please share more details
🙄  y  u  guys  slow,There was an unauthorized transaction,report_fraud,worried,0.71,
msg  err  agn,Suspicious activity detected,report_fraud,upset,0.96,
mera  acco#u#nt  $block  ho$  $gaya@  😭,Help me report a scam,report_fraud,angry,0.92,Can you provide transaction ID?
😭 #a#cct blck#d?,Unknown deduction from my account,report_fraud,worried,0.95,Can you provide transaction ID?
msg err agn,Someone scammed me,report_fraud,worried,0.85,Can you provide transaction ID?
😡 y tf$ my# txn fail,There was an unauthorized transaction,report_fraud,upset,0.9,
ph$ir $error aa ra@ha h#ai,Help me report a scam,report_fraud,worried,0.84,Can you provide transaction ID?
mere  paise  #kaha$n$  gaye  😡,I want to report a fraud,report_fraud,worried,0.73,
wnt 2 @tlk 2 sm1,Suspicious activity detected,report_fraud,worried,0.86,
IFS$C  kya  hota  hai?$,My money was stolen,report_fraud,upset,0.98,
upd8  phn  no$.,Unknown deduction from my account,report_fraud,upset,0.8,Please share more details
phone number badalna hai,Help me report a scam,report_fraud,worried,0.72,
wnt 2 tlk$ 2 sm1,Money missing from account,report_fraud,upset,0.79,
🤔  uh  wot's  IFSC??,There was an unauthorized transaction,report_fraud,upset,0.87,Can you provide transaction ID?
itna &slow @kyu ho,I want to report a fraud,report_fraud,worried,0.97,
🙄 y u g#uys slow,There was an unauthorized transaction,report_fraud,upset,0.72,
hpy  wid  srvcs  😊,Help me report a scam,report_fraud,worried,0.81,Can you provide transaction ID?
